#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-rice-name	rice-symbol	rice-defline
37402254	AT1G04480	AT1G04480.1	AT1G04480.1	PF00238	PTHR11761,PTHR11761:SF10	KOG0901		K02894	GO:0006412,GO:0005840,GO:0003735	LOC_Os02g56960.1		ribosomal protein, putative, expressed
37392531	AT1G04490	AT1G04490.1	AT1G04490.1	PF12043	PTHR31390,PTHR31390:SF2					LOC_Os03g04600.1		expressed protein
37392533	AT1G04490	AT1G04490.2	AT1G04490.2	PF12043	PTHR31390,PTHR31390:SF2					LOC_Os03g04600.1		expressed protein
37392528	AT1G04490	AT1G04490.3	AT1G04490.3	PF12043	PTHR31390,PTHR31390:SF2					LOC_Os03g04600.1		expressed protein
37392534	AT1G04490	AT1G04490.4	AT1G04490.4	PF12043	PTHR31390,PTHR31390:SF2					LOC_Os03g04600.1		expressed protein
37392530	AT1G04490	AT1G04490.5	AT1G04490.5	PF12043	PTHR31390,PTHR31390:SF2					LOC_Os03g04600.1		expressed protein
37392529	AT1G04490	AT1G04490.6	AT1G04490.6	PF12043	PTHR31390,PTHR31390:SF2					LOC_Os03g04600.1		expressed protein
37392527	AT1G04490	AT1G04490.7	AT1G04490.7	PF12043	PTHR31390,PTHR31390:SF2					LOC_Os03g04600.1		expressed protein
37392526	AT1G04490	AT1G04490.8	AT1G04490.8	PF12043	PTHR31390,PTHR31390:SF2					LOC_Os03g04600.1		expressed protein
37392532	AT1G04490	AT1G04490.9	AT1G04490.9	PF12043	PTHR31390,PTHR31390:SF2					LOC_Os03g04600.1		expressed protein
37392197	AT1G04500	AT1G04500.1	AT1G04500.1	PF06203	PTHR31717,PTHR31717:SF15				GO:0005515	LOC_Os10g32900.1		CCT motif family protein, expressed
37392199	AT1G04500	AT1G04500.2	AT1G04500.2		PTHR31717,PTHR31717:SF15					LOC_Os03g04620.1		CCT motif family protein, expressed
37392200	AT1G04500	AT1G04500.3	AT1G04500.3	PF06203	PTHR31717,PTHR31717:SF15				GO:0005515	LOC_Os10g32900.1		CCT motif family protein, expressed
37392198	AT1G04500	AT1G04500.4	AT1G04500.4	PF06203	PTHR31717,PTHR31717:SF15				GO:0005515	LOC_Os10g32900.1		CCT motif family protein, expressed
37401210	AT1G04510	AT1G04510.1	AT1G04510.1	PF00400,PF08606	PTHR22840			K10599	GO:0005515	LOC_Os10g32880.1		WD domain, G-beta repeat domain containing protein, expressed
37401211	AT1G04510	AT1G04510.2	AT1G04510.2	PF00400,PF08606	PTHR22840			K10599	GO:0005515	LOC_Os10g32880.1		WD domain, G-beta repeat domain containing protein, expressed
37394744	AT1G04520	AT1G04520.1	AT1G04520.1	PF01657	PTHR32080,PTHR32080:SF4					LOC_Os04g45460.1		cysteine-rich repeat secretory protein precursor, putative, expressed
37395584	AT1G04530	AT1G04530.1	AT1G04530.1	PF13181	PTHR26312,PTHR26312:SF53				GO:0005515	LOC_Os03g04710.1		expressed protein
37394808	AT1G04540	AT1G04540.1	AT1G04540.1	PF00168	PTHR32246,PTHR32246:SF16				GO:0005515	LOC_Os02g57000.1		C2 domain containing protein, putative, expressed
37393967	AT1G04550	AT1G04550.1	AT1G04550.1	PF02309	PTHR31734,PTHR31734:SF10				GO:0006355,GO:0005634	LOC_Os02g57250.2		OsIAA10 - Auxin-responsive Aux/IAA gene family member, expressed
37393966	AT1G04550	AT1G04550.2	AT1G04550.2	PF02309	PTHR31734,PTHR31734:SF10			K14484	GO:0006355,GO:0005634	LOC_Os02g57250.2		OsIAA10 - Auxin-responsive Aux/IAA gene family member, expressed
37398149	AT1G04555	AT1G04555.1	AT1G04555.1		PTHR33344					LOC_Os02g57170.1		expressed protein
37398549	AT1G04560	AT1G04560.1	AT1G04560.1	PF05512	PTHR33294,PTHR33294:SF5					LOC_Os07g24000.1		AWPM-19-like membrane family protein, putative, expressed
37392072	AT1G04570	AT1G04570.1	AT1G04570.1	PF03092	PTHR31585,PTHR31585:SF12				GO:0016021,GO:0006810	LOC_Os07g24230.1		integral membrane transporter family protein, putative, expressed
37392073	AT1G04570	AT1G04570.2	AT1G04570.2	PF03092	PTHR31585,PTHR31585:SF12				GO:0016021,GO:0006810	LOC_Os07g24230.1		integral membrane transporter family protein, putative, expressed
37398377	AT1G04580	AT1G04580.1	AT1G04580.1	PF00111,PF03450,PF01799,PF01315,PF00941,PF02738	PTHR11908,PTHR11908:SF98		1.2.1.28,1.2.3.7,1.2.3.1	K09842	GO:0051536,GO:0009055,GO:0055114,GO:0046872,GO:0016491	LOC_Os07g18120.1		aldehyde oxidase, putative, expressed
37391659	AT1G04590	AT1G04590.1	AT1G04590.1		PTHR24015,PTHR24015:SF716					LOC_Os12g02950.1		EMB2748, putative, expressed
37391658	AT1G04590	AT1G04590.2	AT1G04590.2		PTHR24015,PTHR24015:SF716					LOC_Os12g02950.1		EMB2748, putative, expressed
37394505	AT1G04600	AT1G04600.1	AT1G04600.1	PF00612,PF02736,PF01843,PF00063	PTHR13140,PTHR13140:SF391		3.6.4.1		GO:0005515,GO:0016459,GO:0005524,GO:0003774	LOC_Os06g29350.1		myosin, putative, expressed
37400966	AT1G04610	AT1G04610.1	AT1G04610.1	PF00743	PTHR23023,PTHR23023:SF141	KOG1399	1.14.13.168	K11816	GO:0055114,GO:0050661,GO:0050660,GO:0004499	LOC_Os04g03980.1		flavin monooxygenase, putative, expressed
37396901	AT1G04620	AT1G04620.1	AT1G04620.1	PF04422,PF04432	PTHR31332,PTHR31332:SF0		1.17.7.2	K18010		LOC_Os04g25400.2		uncharacterized protein all1601, putative, expressed
37398494	AT1G04625	AT1G04625.1	AT1G04625.1	PF13456	PTHR33033,PTHR33033:SF14					LOC_Os06g46960.1		nucleic acid binding protein, putative, expressed
37394102	AT1G04630	AT1G04630.1	AT1G04630.1	PF06212	PTHR12966,PTHR12966:SF0	KOG3300		K11353		LOC_Os03g09210.1		NADH dehydrogenase 1 alpha subcomplex subunit 13, putative, expressed
37396544	AT1G04635	AT1G04635.1	AT1G04635.1	PF01900	PTHR10993	KOG4639	3.1.26.5	K03537	GO:0008033,GO:0004540	LOC_Os04g22870.1		rpp14 family protein, expressed
37392202	AT1G04640	AT1G04640.1	AT1G04640.1	PF03099	PTHR10993,PTHR10993:SF7	KOG0325	2.3.1.181	K03801	GO:0006464	LOC_Os03g20560.1		biotin--protein ligase, putative, expressed
37392203	AT1G04640	AT1G04640.2	AT1G04640.2	PF03099	PTHR10993,PTHR10993:SF7	KOG0325	2.3.1.181	K03801	GO:0006464	LOC_Os03g20560.1		biotin--protein ligase, putative, expressed
37391721	AT1G04645	AT1G04645.1	AT1G04645.1	PF05938	PTHR31232,PTHR31232:SF5							
37396109	AT1G04650	AT1G04650.1	AT1G04650.1	PF14868	PTHR36702,PTHR36702:SF1					LOC_Os03g05040.1		expressed protein
37396110	AT1G04650	AT1G04650.2	AT1G04650.2	PF14868	PTHR36702,PTHR36702:SF1					LOC_Os03g05040.1		expressed protein
37395848	AT1G04660	AT1G04660.1	AT1G04660.1									
37392438	AT1G04670	AT1G04670.1	AT1G04670.1									
37400539	AT1G04680	AT1G04680.1	AT1G04680.1	PF00544	PTHR31683,PTHR31683:SF20		4.2.2.2	K01728		LOC_Os04g05050.1		pectate lyase precursor, putative, expressed
37400390	AT1G04690	AT1G04690.1	AT1G04690.1	PF00248	PTHR11732,PTHR11732:SF14	KOG1575				LOC_Os02g57240.1		oxidoreductase, aldo/keto reductase family protein, putative, expressed
37397516	AT1G04700	AT1G04700.1	AT1G04700.1	PF00564,PF07714	PTHR23257,PTHR23257:SF547	KOG0192	2.7.11.1		GO:0005515,GO:0006468,GO:0004672	LOC_Os12g40279.1		protein kinase domain containing protein, expressed
37397517	AT1G04700	AT1G04700.2	AT1G04700.2	PF00564,PF07714	PTHR23257,PTHR23257:SF547	KOG0192	2.7.11.1		GO:0005515,GO:0006468,GO:0004672	LOC_Os12g40279.1		protein kinase domain containing protein, expressed
37397518	AT1G04700	AT1G04700.3	AT1G04700.3	PF00564,PF00069	PTHR23257,PTHR23257:SF547		2.7.11.1		GO:0005515,GO:0006468,GO:0005524,GO:0004672	LOC_Os12g40279.1		protein kinase domain containing protein, expressed
37392570	AT1G04710	AT1G04710.1	AT1G04710.1	PF02803,PF00108	PTHR18919,PTHR18919:SF93		2.3.1.16	K07513	GO:0016747,GO:0008152	LOC_Os02g57260.1		3-ketoacyl-CoA thiolase, peroxisomal precursor, putative, expressed
37392651	AT1G04730	AT1G04730.1	AT1G04730.1	PF00004	PTHR13779,PTHR13779:SF31			K11269	GO:0005524	LOC_Os03g15810.1		AAA-type ATPase family protein, putative, expressed
37392652	AT1G04730	AT1G04730.2	AT1G04730.2	PF00004	PTHR13779,PTHR13779:SF31				GO:0005524	LOC_Os03g15810.1		AAA-type ATPase family protein, putative, expressed
37392653	AT1G04730	AT1G04730.3	AT1G04730.3	PF00004	PTHR13779,PTHR13779:SF31				GO:0005524	LOC_Os03g15810.1		AAA-type ATPase family protein, putative, expressed
37392654	AT1G04730	AT1G04730.4	AT1G04730.4	PF00004	PTHR13779,PTHR13779:SF31				GO:0005524	LOC_Os03g15810.1		AAA-type ATPase family protein, putative, expressed
37401527	AT1G04750	AT1G04750.1	AT1G04750.1	PF13774,PF00957	PTHR21136,PTHR21136:SF95	KOG0859		K08511	GO:0016192,GO:0016021	LOC_Os07g09600.1		vesicle-associated membrane protein, putative, expressed
37401530	AT1G04750	AT1G04750.2	AT1G04750.2	PF00957	PTHR21136,PTHR21136:SF95				GO:0016192,GO:0016021	LOC_Os03g06960.1		vesicle-associated membrane protein, putative, expressed
37401529	AT1G04750	AT1G04750.3	AT1G04750.3	PF00957	PTHR21136,PTHR21136:SF95				GO:0016192,GO:0016021	LOC_Os03g06960.1		vesicle-associated membrane protein, putative, expressed
37401528	AT1G04750	AT1G04750.4	AT1G04750.4	PF00957	PTHR21136,PTHR21136:SF95				GO:0016192,GO:0016021	LOC_Os03g06960.1		vesicle-associated membrane protein, putative, expressed
37393074	AT1G04760	AT1G04760.1	AT1G04760.1	PF13774,PF00957	PTHR21136,PTHR21136:SF109	KOG0859		K08511	GO:0016192,GO:0016021	LOC_Os07g09600.1		vesicle-associated membrane protein, putative, expressed
37393075	AT1G04760	AT1G04760.2	AT1G04760.2	PF13774,PF00957	PTHR21136,PTHR21136:SF109	KOG0859		K08511	GO:0016192,GO:0016021	LOC_Os07g09600.1		vesicle-associated membrane protein, putative, expressed
37395638	AT1G04770	AT1G04770.1	AT1G04770.1	PF00515	PTHR36326,PTHR36326:SF1				GO:0005515	LOC_Os05g43040.1		tetratricopeptide repeat domain containing protein, expressed
37397229	AT1G04778	AT1G04778.1	AT1G04778.1									
37395200	AT1G04780	AT1G04780.1	AT1G04780.1	PF13857,PF11904	PTHR12447,PTHR12447:SF8	KOG0522				LOC_Os07g25460.1		ankyrin repeat domain containing protein, expressed
37392806	AT1G04790	AT1G04790.1	AT1G04790.1	PF13639	PTHR22763,PTHR22763:SF54				GO:0008270,GO:0005515	LOC_Os04g43220.2		zinc finger, C3HC4 type domain containing protein, expressed
37394231	AT1G04800	AT1G04800.1	AT1G04800.1									
37393936	AT1G04810	AT1G04810.1	AT1G04810.1	PF13646,PF01851	PTHR10943,PTHR10943:SF3			K03032		LOC_Os08g12820.1		proteasome/cyclosome repeat containing protein, expressed
37392876	AT1G04820	AT1G04820.1	AT1G04820.1	PF03953,PF00091	PTHR11588,PTHR11588:SF101			K07374	GO:0003924,GO:0007017,GO:0005874	LOC_Os03g51600.1		tubulin/FtsZ domain containing protein, putative, expressed
37391131	AT1G04830	AT1G04830.1	AT1G04830.1	PF00566	PTHR22957,PTHR22957:SF329	KOG4567				LOC_Os01g68010.1		TBC domain containing protein, expressed
37391130	AT1G04830	AT1G04830.2	AT1G04830.2	PF00566	PTHR22957,PTHR22957:SF329	KOG4567				LOC_Os01g68010.1		TBC domain containing protein, expressed
37391132	AT1G04830	AT1G04830.3	AT1G04830.3	PF00566	PTHR22957,PTHR22957:SF329	KOG4567				LOC_Os11g28990.1		TBC domain containing protein, expressed
37394218	AT1G04840	AT1G04840.1	AT1G04840.1	PF14432,PF01535,PF13041	PTHR24015,PTHR24015:SF790					LOC_Os09g15800.1		tetratricopeptide-like helical, putative, expressed
37391251	AT1G04850	AT1G04850.1	AT1G04850.1	PF00627,PF09409	PTHR13020,PTHR13020:SF34	KOG2699				LOC_Os02g30180.1		ZOS2-07 - C2H2 zinc finger protein, expressed
37391252	AT1G04850	AT1G04850.2	AT1G04850.2	PF00627,PF09409	PTHR13020,PTHR13020:SF34	KOG2699				LOC_Os02g30180.1		ZOS2-07 - C2H2 zinc finger protein, expressed
37399308	AT1G04860	AT1G04860.1	AT1G04860.1	PF02148,PF13423	PTHR24006,PTHR24006:SF345		3.4.19.12	K11844	GO:0008270	LOC_Os09g32740.1		ubiquitin carboxyl-terminal hydrolase family protein, expressed
37401633	AT1G04870	AT1G04870.1	AT1G04870.1	PF05185	PTHR11006,PTHR11006:SF68	KOG1499	2.1.1.125		GO:0008168,GO:0006479	LOC_Os06g05090.1		methyltransferase domain containing protein, expressed
37401632	AT1G04870	AT1G04870.2	AT1G04870.2	PF06325	PTHR11006,PTHR11006:SF68	KOG1499	2.1.1.125	K11434	GO:0008168,GO:0006479	LOC_Os06g05090.1		methyltransferase domain containing protein, expressed
37402710	AT1G04880	AT1G04880.1	AT1G04880.1	PF00505,PF01388	PTHR13711,PTHR13711:SF213	KOG0381			GO:0003677	LOC_Os02g27060.2		high mobility group, putative, expressed
37397527	AT1G04890	AT1G04890.1	AT1G04890.1	PF04576	PTHR31448					LOC_Os03g50100.1		expressed protein
37399953	AT1G04895	AT1G04895.1	AT1G04895.1									
37396646	AT1G04900	AT1G04900.1	AT1G04900.1	PF02636	PTHR12049,PTHR12049:SF5					LOC_Os01g68390.1		Uncharacterized ACR, COG1565 containing protein, putative, expressed
37392655	AT1G04910	AT1G04910.1	AT1G04910.1	PF10250	PTHR31741,PTHR31741:SF14					LOC_Os11g29120.1		growth regulator related protein, putative, expressed
37394850	AT1G04920	AT1G04920.1	AT1G04920.1	PF00862,PF05116,PF00534	PTHR12526,PTHR12526:SF360	KOG0853	2.4.1.14	K00696	GO:0016157,GO:0005985	LOC_Os01g69030.3		sucrose-phosphate synthase, putative, expressed
37391490	AT1G04930	AT1G04930.1	AT1G04930.1	PF15306	PTHR37173,PTHR37173:SF1				GO:0017053,GO:0007049	LOC_Os03g13190.1		transposon protein, putative, unclassified, expressed
37391489	AT1G04930	AT1G04930.2	AT1G04930.2	PF15306	PTHR37173,PTHR37173:SF1				GO:0017053,GO:0007049	LOC_Os03g13190.1		transposon protein, putative, unclassified, expressed
37391491	AT1G04930	AT1G04930.3	AT1G04930.3		PTHR37173,PTHR37173:SF1					LOC_Os03g13190.2		transposon protein, putative, unclassified, expressed
37396900	AT1G04940	AT1G04940.1	AT1G04940.1	PF16166	PTHR33510,PTHR33510:SF6					LOC_Os07g38110.2		tic20, putative, expressed
37400372	AT1G04945	AT1G04945.1	AT1G04945.1	PF04438	PTHR13483,PTHR13483:SF3					LOC_Os01g73150.1		expressed protein
37400371	AT1G04945	AT1G04945.2	AT1G04945.2	PF04438	PTHR13483,PTHR13483:SF3					LOC_Os01g73150.1		expressed protein
37400370	AT1G04945	AT1G04945.3	AT1G04945.3	PF04438,PF16166	PTHR33510,PTHR33510:SF6					LOC_Os01g73150.1		expressed protein
37400373	AT1G04945	AT1G04945.4	AT1G04945.4	PF04438	PTHR13483,PTHR13483:SF3					LOC_Os01g73150.1		expressed protein
37391986	AT1G04950	AT1G04950.1	AT1G04950.1	PF07571,PF02969	PTHR10221,PTHR10221:SF11			K03131	GO:0051090,GO:0005634,GO:0006352	LOC_Os01g32750.1		TATA binding protein-associated factor, putative, expressed
37391988	AT1G04950	AT1G04950.2	AT1G04950.2	PF07571,PF02969	PTHR10221,PTHR10221:SF11			K03131	GO:0051090,GO:0005634,GO:0006352	LOC_Os01g32750.1		TATA binding protein-associated factor, putative, expressed
37391987	AT1G04950	AT1G04950.3	AT1G04950.3	PF07571,PF02969	PTHR10221,PTHR10221:SF11			K03131	GO:0051090,GO:0005634,GO:0006352	LOC_Os01g32750.1		TATA binding protein-associated factor, putative, expressed
37398376	AT1G04960	AT1G04960.1	AT1G04960.1	PF07889	PTHR31903,PTHR31903:SF2					LOC_Os09g30478.1		expressed protein
37398375	AT1G04960	AT1G04960.2	AT1G04960.2	PF07889	PTHR31903,PTHR31903:SF2					LOC_Os09g30478.1		expressed protein
37392812	AT1G04970	AT1G04970.1	AT1G04970.1	PF02886,PF01273	PTHR10504,PTHR10504:SF73	KOG4160			GO:0008289	LOC_Os06g20430.1		BPI/LBP family protein At3g20270 precursor, putative, expressed
37392813	AT1G04970	AT1G04970.2	AT1G04970.2	PF01273,PF02886	PTHR10504,PTHR10504:SF73	KOG4160			GO:0008289	LOC_Os09g30474.1		BPI/LBP family protein At3g20270 precursor, putative, expressed
37392814	AT1G04970	AT1G04970.3	AT1G04970.3	PF01273,PF02886	PTHR10504,PTHR10504:SF73	KOG4160			GO:0008289	LOC_Os09g30474.1		BPI/LBP family protein At3g20270 precursor, putative, expressed
37399071	AT1G04980	AT1G04980.1	AT1G04980.1	PF13848,PF00085	PTHR18929,PTHR18929:SF38	KOG0191	5.3.4.1	K09584	GO:0045454	LOC_Os09g27830.1		OsPDIL2-3 protein disulfide isomerase PDIL2-3, expressed
37395156	AT1G04985	AT1G04985.1	AT1G04985.1		PTHR36703,PTHR36703:SF1					LOC_Os04g57330.1		expressed protein
37395157	AT1G04985	AT1G04985.2	AT1G04985.2		PTHR36703,PTHR36703:SF1					LOC_Os04g57330.1		expressed protein
37396640	AT1G04990	AT1G04990.1	AT1G04990.1	PF14608,PF00642	PTHR12506,PTHR12506:SF24	KOG1677			GO:0046872	LOC_Os12g21700.1		zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
37396639	AT1G04990	AT1G04990.2	AT1G04990.2	PF14608,PF00642	PTHR12506,PTHR12506:SF24	KOG1677			GO:0046872	LOC_Os12g21700.1		zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
37396643	AT1G04990	AT1G04990.3	AT1G04990.3	PF14608,PF00642	PTHR12506,PTHR12506:SF24				GO:0046872	LOC_Os12g21700.1		zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
37396644	AT1G04990	AT1G04990.4	AT1G04990.4	PF14608,PF00642	PTHR12506,PTHR12506:SF24				GO:0046872	LOC_Os12g21700.1		zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
37396642	AT1G04990	AT1G04990.5	AT1G04990.5	PF14608,PF00642	PTHR12506,PTHR12506:SF24	KOG1677			GO:0046872	LOC_Os11g28270.1		zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
37396641	AT1G04990	AT1G04990.6	AT1G04990.6	PF14608,PF00642	PTHR12506,PTHR12506:SF24	KOG1677			GO:0046872	LOC_Os12g21700.1		zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
37402288	AT1G05000	AT1G05000.1	AT1G05000.1	PF13350	PTHR31126,PTHR31126:SF15	KOG1572	3.1.3.48	K18045		LOC_Os06g10650.1		tyrosine phosphatase family protein, putative, expressed
37402287	AT1G05000	AT1G05000.2	AT1G05000.2	PF13350	PTHR31126,PTHR31126:SF15	KOG1572	3.1.3.48	K18045		LOC_Os06g10650.1		tyrosine phosphatase family protein, putative, expressed
37402289	AT1G05000	AT1G05000.3	AT1G05000.3	PF03162	PTHR31126,PTHR31126:SF0		3.1.3.48			LOC_Os06g10650.1		tyrosine phosphatase family protein, putative, expressed
37393756	AT1G05005	AT1G05005.1	AT1G05005.1									
37391047	AT1G05010	AT1G05010.1	AT1G05010.1	PF14226,PF03171	PTHR10209,PTHR10209:SF193	KOG0143	1.14.17.4	K05933	GO:0055114,GO:0016491	LOC_Os09g27820.1		1-aminocyclopropane-1-carboxylate oxidase protein, putative, expressed
37397167	AT1G05020	AT1G05020.1	AT1G05020.1	PF07651	PTHR22951,PTHR22951:SF26	KOG0251			GO:0005543	LOC_Os03g16800.1		clathrin assembly protein, putative, expressed
37399230	AT1G05030	AT1G05030.1	AT1G05030.1	PF07690	PTHR23503,PTHR23503:SF8	KOG0254			GO:0055085,GO:0016021	LOC_Os09g23110.1		transporter family protein, putative, expressed
37399231	AT1G05030	AT1G05030.2	AT1G05030.2	PF07690	PTHR23503,PTHR23503:SF8	KOG0254			GO:0055085,GO:0016021	LOC_Os09g23110.1		transporter family protein, putative, expressed
37403466	AT1G05035	AT1G05035.1	AT1G05035.1									
37392829	AT1G05040	AT1G05040.1	AT1G05040.1	PF14555								
37392830	AT1G05040	AT1G05040.2	AT1G05040.2	PF14555								
37399945	AT1G05055	AT1G05055.1	AT1G05055.1	PF13519,PF07975	PTHR12695,PTHR12695:SF2			K03142	GO:0008270,GO:0006281,GO:0006351,GO:0006289,GO:0000439	LOC_Os04g42990.1		suppressor of stem-loop protein 1, putative, expressed
37393641	AT1G05060	AT1G05060.1	AT1G05060.1		PTHR36704					LOC_Os06g13220.1		expressed protein
37401234	AT1G05065	AT1G05065.1	AT1G05065.1		PTHR36705,PTHR36705:SF2							
37396092	AT1G05070	AT1G05070.1	AT1G05070.1	PF06364	PTHR32254					LOC_Os03g56610.1		expressed protein
37393876	AT1G05080	AT1G05080.1	AT1G05080.1	PF07723,PF00646,PF08387	PTHR32212,PTHR32212:SF112				GO:0005515	LOC_Os01g39670.1		OsFBD1 - F-box and FBD domain containing protein, expressed
37398381	AT1G05085	AT1G05085.1	AT1G05085.1									
37400707	AT1G05087	AT1G05087.1	AT1G05087.1		PTHR36308,PTHR36308:SF1					LOC_Os08g34760.1		expressed protein
37400708	AT1G05087	AT1G05087.2	AT1G05087.2		PTHR36308,PTHR36308:SF1							
37400576	AT1G05090	AT1G05090.1	AT1G05090.1		PTHR36308,PTHR36308:SF1							
37399625	AT1G05100	AT1G05100.1	AT1G05100.1	PF00069	PTHR24361,PTHR24361:SF380	KOG0198	2.7.11.25		GO:0006468,GO:0005524,GO:0004672	LOC_Os02g21700.1		STE_MEKK_ste11_MAP3K.8 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed
37400365	AT1G05120	AT1G05120.1	AT1G05120.1	PF14634,PF04851,PF00271	PTHR10799,PTHR10799:SF763		3.6.4.12	K15083	GO:0008270,GO:0005515,GO:0016787,GO:0005524,GO:0003677	LOC_Os07g32730.1		DNA repair protein rhp16, putative, expressed
37400364	AT1G05120	AT1G05120.2	AT1G05120.2	PF14634,PF04851,PF00271	PTHR10799,PTHR10799:SF763		3.6.4.12	K15083	GO:0008270,GO:0005515,GO:0016787,GO:0005524,GO:0003677	LOC_Os07g32730.1		DNA repair protein rhp16, putative, expressed
37397306	AT1G05136	AT1G05136.1	AT1G05136.1									
37397696	AT1G05140	AT1G05140.1	AT1G05140.1	PF13180,PF02163	PTHR22939,PTHR22939:SF97		3.4.24.85		GO:0005515,GO:0006508,GO:0004222	LOC_Os03g38230.1		peptidase M50 family protein, putative, expressed
37402234	AT1G05150	AT1G05150.1	AT1G05150.1	PF13371,PF13414,PF07719	PTHR23083,PTHR23083:SF380					LOC_Os03g15740.1		uncharacterized TPR repeat-containing protein, putative, expressed
37402614	AT1G05160	AT1G05160.1	AT1G05160.1	PF00067	PTHR24286,PTHR24286:SF67	KOG0157	1.14.13.79	K04123	GO:0055114,GO:0020037,GO:0016705,GO:0005506	LOC_Os06g02019.1		cytochrome P450, putative, expressed
37402613	AT1G05160	AT1G05160.2	AT1G05160.2	PF00067	PTHR24286,PTHR24286:SF67	KOG0157	1.14.13.79	K04123	GO:0055114,GO:0020037,GO:0016705,GO:0005506	LOC_Os06g02019.1		cytochrome P450, putative, expressed
37391470	AT1G05170	AT1G05170.1	AT1G05170.1	PF13334,PF01762	PTHR11214,PTHR11214:SF5	KOG2288	2.4.1.134		GO:0016020,GO:0008378,GO:0006486	LOC_Os03g38050.1		galactosyltransferase, putative, expressed
37391469	AT1G05170	AT1G05170.2	AT1G05170.2	PF13334,PF01762	PTHR11214,PTHR11214:SF5	KOG2288	2.4.1.134		GO:0016020,GO:0008378,GO:0006486	LOC_Os03g38050.1		galactosyltransferase, putative, expressed
37393635	AT1G05180	AT1G05180.1	AT1G05180.1	PF00899	PTHR10953			K04532	GO:0008641	LOC_Os03g60550.1		ThiF family domain containing protein, putative, expressed
37393636	AT1G05180	AT1G05180.2	AT1G05180.2		PTHR10953			K04532		LOC_Os03g60550.1		ThiF family domain containing protein, putative, expressed
37393637	AT1G05180	AT1G05180.3	AT1G05180.3		PTHR10953			K04532		LOC_Os03g60550.1		ThiF family domain containing protein, putative, expressed
37394683	AT1G05190	AT1G05190.1	AT1G05190.1	PF00347	PTHR11655,PTHR11655:SF14	KOG3254		K02933	GO:0019843,GO:0006412,GO:0005840,GO:0003735	LOC_Os03g54040.1		ribosomal protein L6, putative, expressed
37400143	AT1G05200	AT1G05200.1	AT1G05200.1	PF00497,PF13458,PF00060	PTHR18966,PTHR18966:SF190			K05387	GO:0016020,GO:0004970	LOC_Os06g46670.2		glutamate receptor, putative, expressed
37400141	AT1G05200	AT1G05200.2	AT1G05200.2	PF00497,PF13458,PF00060	PTHR18966,PTHR18966:SF190			K05387	GO:0016020,GO:0004970	LOC_Os06g46670.2		glutamate receptor, putative, expressed
37400144	AT1G05200	AT1G05200.3	AT1G05200.3	PF00497,PF13458,PF00060	PTHR18966,PTHR18966:SF190	KOG1052			GO:0016020,GO:0004970	LOC_Os06g46670.2		glutamate receptor, putative, expressed
37400146	AT1G05200	AT1G05200.4	AT1G05200.4	PF00060,PF10613,PF13458	PTHR18966,PTHR18966:SF190				GO:0016020,GO:0004970,GO:0005234	LOC_Os06g46670.3		glutamate receptor, putative, expressed
37400147	AT1G05200	AT1G05200.5	AT1G05200.5	PF10613,PF13458	PTHR18966,PTHR18966:SF190				GO:0016020,GO:0005234,GO:0004970	LOC_Os06g46670.3		glutamate receptor, putative, expressed
37400142	AT1G05200	AT1G05200.6	AT1G05200.6	PF00497,PF13458,PF00060	PTHR18966,PTHR18966:SF190			K05387	GO:0016020,GO:0004970	LOC_Os06g46670.2		glutamate receptor, putative, expressed
37400145	AT1G05200	AT1G05200.7	AT1G05200.7	PF00497,PF13458,PF00060	PTHR18966,PTHR18966:SF190	KOG1052			GO:0016020,GO:0004970	LOC_Os06g46670.2		glutamate receptor, putative, expressed
37391558	AT1G05205	AT1G05205.1	AT1G05205.1		PTHR36706,PTHR36706:SF1					LOC_Os06g46700.1		expressed protein
37400120	AT1G05210	AT1G05210.1	AT1G05210.1	PF10914	PTHR31204,PTHR31204:SF1					LOC_Os07g27450.1		expressed protein
37393571	AT1G05220	AT1G05220.1	AT1G05220.1	PF10914	PTHR31204					LOC_Os07g27450.1		expressed protein
37403541	AT1G05230	AT1G05230.1	AT1G05230.1	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.3		homeobox and START domains containing protein, putative, expressed
37403550	AT1G05230	AT1G05230.10	AT1G05230.10	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.1		homeobox and START domains containing protein, putative, expressed
37403546	AT1G05230	AT1G05230.11	AT1G05230.11	PF00046,PF01852	PTHR24326,PTHR24326:SF239	KOG0484,KOG0483			GO:0003677,GO:0008289	LOC_Os04g53540.1		homeobox and START domains containing protein, putative, expressed
